NO;Nama UMKM;Komoditi, Produk Utama;Sektor Usaha;Alamat;Tahun Berdiri;Tenaga Kerja;Aset;Omzet;Telepon;Pemasaran;Tanggal;Jenis;Kecamatan
;Warung Al Barokah;sembako;perdagangan;Blok Ranca RT 04 RW 02 Batujajar Barat Batujajar;2005;3;1000000;12000000;01000;;2018/12/08;3;3
;Sanggar Burung Arumba;sembako;perdagangan;Kp.Gang Panca Tengah RT 07 RW 03 Batujajar Barat Batujajar;2003;4;1000000;12000000;;;2018/12/09;3;3
;Capucino Cincau;sembako;perdagangan;Kp.Sirnamukti RT 02 RW 04 Selacau Batujajar;2011;5;20000000;70000000;;;2018/12/10;3;3
;Sadulur;sembako;perdagangan;Kp.Resmigalih RT 02 RW 02 Batujajar Timur Batujajar;2015;7;20000000;65000000;;;2018/12/11;3;3
;Bintang Perubahan;Toko minmarket;perdagangan;Kp.Cibeber RT 01 RW 02 Giriasih Batujajar;2002;5;3500000;50000000;;;2018/12/12;3;3
;warung;sembako;perdagangan;kp.cibogo rt 04/12 pangauban batujajar;2001;2;2000000;10000000;;;2018/12/13;3;3
;kelontonagn;roko,kopi,jajanan;perdagangan;Kp.Sukasari    RT 02 RW 16 galanggang batujajar;2011;4;1000000;5000000;085315422981;;2018/12/14;3;3
;berkah;sembako m. ringan;perdagangan;kp.cigintungrt 02/05 cangkorah batujajar;2016;4;1200000;15000000;;;2018/12/15;3;3
;Toko Kelontong;sembako m. ringan;perdagangan;kp.haur nyondol rt 01/06  ;2010;3;4000000;50000000;;;2018/12/16;3;3
;Toko Kelontong;sembako m ringan;perdagangan;kp.haur nyondol rt 01/06 cangkorah batujajar;2012;4;3000000;32000000;;;2018/12/17;3;3
;pengecer gas 3kg 5,5 kg ;gas 3 kg, 5,5 kg;perdagangan;Kp.Cibeber RT 02 RW 02 giri asih batujajar;2001;5;3500000;30000000;087722434432;;2018/12/18;3;3
;waroeng reisya;warung kelontong;perdagangan;kp.cibeber. Hilir rt 02/02 giri asih batujajar;2011;4;3000000;40000000;087823291933;;2018/12/19;3;3
;warung;warung kelontong;perdagangan;kp.cibeber hilir rt 01/02 giri asih batujajar ;2016;2;6000000;20000000;;;2018/12/20;3;3
;warung sembako;warung sembako;perdagangan;kp.cibeber hilir rt 01/02 giri asih batujajar ;2010;6;5000000;20000000;0856592916969;;2018/12/21;3;3
;warung seblak;Seblak;perdagangan;kp.cibeber hilir rt.01/02 giri asih batujajar ;2007;4;2000000;30000000;;;2018/12/22;3;3
;warung bu siti sa'adah ;kebutuhan sehari-hari (sembako);perdagangan;kp.cibeber hilir rt 02/02 giri asih  batujajar ;2006;3;2000000;9000000;085315134997;;2018/12/23;3;3
;warung;jualan sembako;perdagangan;kp.cibeber hilir rt 01/02 giri asih batujajar ;2016;5;2000000;18500000;081214783074;;2018/12/24;3;3
;warung kopi ibu siti ;warung kopi;perdagangan;kp.cibeber hilir rt 02/02 giri asih batujajar ;2007;4;2000000;5000000;082218249793;;2018/12/25;3;3
;warung sembako;Sembako;perdagangan;kp.cibeber hilir rt 03/02 giri asih batujajar;2006;5;10.000.00;52000000;089625094021;;2018/12/26;3;3
;basreng;basreng,krupuk guriliem;perdagangan;kp.cibeber hilir rt 02/02 giri asih batujajar ;2006;4;720000;6000000;;;2018/12/27;3;3
;warung nasi ;warung nasi ;perdagangan;kp.cibeber hilir rt 02/02 giri asih  batujajar ;2001;8;6500000;50000000;085220812690;;2018/12/28;3;3
;dagang warung nasi ;warung nasi;perdagangan;kp.cibeber hilir rt 01/02 giri asih batujajar ;2010;7;8000000;14400000;081221188044;;2018/12/29;3;3
;warung kopi  ;makanan dan kopi;perdagangan;kp.cibeber hilir rt 01/02 giri asih batujajar ;2012;7;7000000;38000000;;;2018/12/30;3;3
;warung nasi ;makanan;perdagangan;kp.cibeber hilir rt 02/02 giri asih batujajar ;2005;10;14000000;12000000;081214264935;;2018/12/31;3;3
;toko sembako;sembako;perdagangan;kp.cibeber hilir rt 03/02 giri asih batujajar;2007;3;1350000;648000;;;2019/01/01;3;3
;Toko Wida;warung;perdagangan;kp.sekekendel rt 01/07 cangkorah batujajar;2006;6;25000000;140000000;082115395318;;2019/01/02;3;3
;warung;makanan & pakan ayam ;perdagangan;kp.cihurip rt 01/11 panguban  batujajar ;2011;7;2000000;9000000;;;2019/01/03;3;3
;warung;sembako;perdagangan;kp.cihurip rt 01/12 pangauban  batujajar ;2007;3;15000000;144000000;;;2019/01/04;3;3
;warung ;makanan ;perdagangan;kp.cihurip rt 01/11 pangauban  batujajar ;2012;5;700000;280000000;;;2019/01/05;3;3
;warung;makanan ;perdagangan;kp.babakan baru rt 03/12 pangauban  batujajajr ;2016;2;700000;36000000;;;2019/01/06;3;3
;warung ;makanan ;perdagangan;kp.babakan baru rt 03/12 pangauban  batujajar ;2010;3;5000000;40000000;;;2019/01/07;3;3
;warung;sembako;perdagangan;kp.babakan baru rt 03/12 pangauban batujajar;2003;8;3000000;112000000;;;2019/01/08;3;3
;dagang  ;tempe,tahu;perdagangan;Kp.Dungus Purna RT 02/10 Desa  pangauban  batujajar ;2010;5;2000000;17500000;082129551462;;2019/01/09;3;3
;Toko Tahu;jualan eceran BBM 9bensin 2 tak);perdagangan;jln desa galanggan no 19 rt. 02/09 galanggan  batujajar ;2012;8;10000000;36000000;0895600874494;;2019/01/10;3;3
;warung ;sembako ;perdagangan;Kp. Dunguspurna rt. 04/10 galanggan  batujajar ;2015;3;15000000;36000000;081394460216;;2019/01/11;3;3
;warung ;sembako ;perdagangan;kp. Warung pulus rt. 02/09 galanggan  batujajar ;2009;8;2000000;8100000;087821695461;;2019/01/12;3;3
;jualan el'piji / gas 3 kg ;jualan ;perdagangan;kp.cibeber hilir rt 03  rw 02 giri asih  batujajar;2012;4;15000000;6000000;081214705246;;2019/01/13;3;3
;dumar;warung kelontong (warkop);perdagangan;jl.raya batujajar rt 02/02 giri asih  batujajar ;2007;4;60000000;20000000;089621424423;;2019/01/14;3;3
;Warung Makan;nasi / kopi;perdagangan;kp.seketando rt 02/17 cangkorah  batujajar ;2015;3;5000000;50000000;089669363120;;2019/01/15;3;3
;Warung Makan;warkop jajanan anak;perdagangan;kp.seketando rt 02 / 17  cangkorah  batujajar ;2010;4;5000000;50000000;089644023083;;2019/01/16;3;3
;warung ;keringan ;perdagangan;kp. Selacau rt 02 / 05  selacau  batujajar ;2007;4;12000000;6000000;081809003837;;2019/01/17;3;3
;Gorengan;warung ;perdagangan;kp.seke kendal  cangkorah  batujajar ;2017;3;15000000;8000000;08562204625;;2019/01/18;3;3
;Pedagang Ulen Ketan Keliling;pedagang ulen ketan ;perdagangan;kp. Cigintung rt 02 / 02 cangkorah  batujajar ;2005;5;5000000;36000000;;;2019/01/19;3;3
;warung saluyu;warung kelontong dan makanan ;perdagangan;kp.citra bapang rt 02/09 giri asih batujajar ;2010;7;4000000;15000000;08955601048707;;2019/01/20;3;3
;warung makan;warung sayuran dan makanan ;perdagangan;kp.cimanglid rt 02/15 cangkorah  batujajar ;2001;8;3000000;50000000;;;2019/01/21;3;3
;warung ;sembako ;perdagangan;kp.cibogo rt 04/12 pangauban  batujajar ;2005;7;3500000;32000000;;;2019/01/22;3;3
;warung semabako hegarwangi ;sembako ;perdagangan;kp. Hegarwangi rt. 01/17 galanggan  batujajar ;2010;2;3000000;30000000;081910505629;;2019/01/23;3;3
;warung makan;makanan nasi dan lauk pauk;perdagangan;kp. Ciyunjung rt. 01/01 galanggang batujajar ;2012;8;6000000;40000000;085795466799;;2019/01/24;3;3
;warung ke lontongan ;kelontongan ;perdagangan;kp. Pasi paku rt. 02/10 giri asih  batujajar ;2013;3;5000000;20000000;085795317094;;2019/01/25;3;3
;warung kelontong;warung ;perdagangan;kp. Seketando rt 01/13 cangkorah  batujajar ;2005;2;2000000;16000000;;;2019/01/26;3;3
;hegarmanah ;sembako;perdagangan;kp. Gunung leutik rt. 01/12 batujajar timur  batujajar ;2005;4;1500000;12500000;081802138377;;2019/01/27;3;3
;konter pulsa dan kelontongan ;pulsa dan kelontongan ;perdagangan;kp. Cibeber hilir rt. 03/01 giri asih  batujajar ;2003;3;20000000;90000000;085624514510;;2019/01/28;3;3
;warung nsi hegar ;nasi-minuman dll;perdagangan;kp. Cibeber hilir 01/16 giri asih  batujajar ;2002;5;12000000;43000000;085287456835;;2019/01/29;3;3
;isi ulang air minum ;air minum ;perdagangan;kp. Cibeber hilir rt. 03/03 giri asih  batujajar ;2001;5;16000000;11000000;085624586660;;2019/01/30;3;3
;putra jaya ;alat-alat rumah tangga  ;perdagangan;kp. Dunguspurna rt. 01/08  galnggang  batujajar ;2014;8;30000000;12000000;085210348820;;2019/01/31;3;3
;JUN;isi ulang galon dan gas ;perdagangan;kp. Cicangkuang rt. 04/08 giri asih  batujajar ;2012;7;50000000;300000000;085624462265;;2019/02/01;3;3
;warung nasi giri asih ;aneka makanan dan minuman ;perdagangan;kp. Neglasri rt.03/03 giri asih  batujajar ;2008;8;100000000;168000000;085220755939;;2019/02/02;3;3
;warung kelontong;warung klontongan ;perdagangan;kp. Cimanglid rt. 02/15  cangkorah  batujajar ;2007;7;15000000;648000000;;;2019/02/03;3;3
;pusaka cellular;jula pulsa;perdagangan;kp.pengkolan rt 01-07 giri asih batujajar ;1989;2;50000000;2,59E+11;085317886789;;2019/02/04;3;3
;warung;sembako ;perdagangan;kp.cibogo rt 04/12 pangauban  batujajar ;2015;9;2000000;360000000;;;2019/02/05;3;3
;warung;sembako;perdagangan;kp.cibogo rt 04/12 pangauban  batujajar ;2010;7;1000000;15000000;;;2019/02/06;3;3
;warung ;sembako;perdagangan;kp.cihurip rt 02 / 12 panguban  batujajar ;2015;7;500000;13000000;;;2019/02/07;3;3
;warung ;sembako ;perdagangan;kp.cibogo rt 04/12 pangauban  batujajar ;2007;1;5000000;50000000;;;2019/02/08;3;3
;warung ;sembako;perdagangan;kp.cibogo rt 04/12 pangauban  batujajar ;2017;4;6000000;15000000;;;2019/02/09;3;3
;konder ;pulsa  ;perdagangan;kp.pengkolan rt 03/17 giri asih batujajar ;2003;10;500000;15000000;;;2019/02/10;3;3
;kelontongan ;kelontongan ;perdagangan;kp.pengkolan rt 02/07 giri asih batujajar;1999;3;5,000,000;8000000;083822004345;;2019/02/11;3;3
;jualan stiker ;kaca pilen dll;perdagangan;kp.cibeber hilir rt 02/02 giri asih  batujajar ;2000;1;5300000;20000000;0812948119476;;2019/02/12;3;3
;warung ;sembako ;perdagangan;kp.cimanglid rt 02/16 cangkorah  batujajar ;2011;4;3000000;720000000;;;2019/02/13;3;3
;warung sembako;sembako ;perdagangan;cimanglid rt 02/16 cangkorah  batujajar ;2011;4;3500000;108000000;;;2019/02/14;3;3
;warung euis ;sembako ;perdagangan;kp.sekebangbara rt 01/12 cangkorah  batujajar ;2016;4;1000000;12000000;085871125942;;2019/02/15;3;3
;warung seblak ''berkah rahmat'';sembako dan jajanan anak ;perdagangan;kp.seke bangbara rt 01/ 12 cangkorah  batujajar ;2000;6;20000000;120000000;087822267024;;2019/02/16;3;3
;agen air minum kangen water;air mineral ''kangen water '';perdagangan;kp.sekebabg bara  cangkorah  batujajar ;2005;4;30000000;108000000;085710248499;;2019/02/17;3;3
;warung ;sembako;perdagangan;kp.seketando rt 03/14 cangkorah batujajar ;2014;5;26000000;24000000;089605592014;;2019/02/18;3;3
;warung;sembako;perdagangan;kp.resmi galih rt 02/05 batujajar timur batujajar ;2007;4;3000000;10000000;;;2019/02/19;3;3
;warung;sembako;perdagangan;kp.cimanglid 02/16 cangkorah batujajar ;2010;6;5,000,000;384,000,000;;;2019/02/20;3;3
;telor asin ;dagang ;perdagangan;kp.sampih manggu rt 03/11 cangkorah  batujajar ;2012;2;50000;72,000,000;081910422811;;2019/02/21;3;3
;warung ;jajanan  ;perdagangan;kp. Sampih manggu rt. 03/11 cangkorah  batujajar;2008;7;12000000;10000000;083829794383;;2019/02/22;3;3
;warung ;jajanan;perdagangan;kp. Sampih manggu rt. 03/11 cangkorah  batujajar ;2008;2;15000000;13000000;083829793816;;2019/02/23;3;3
;warung ;sembako ;perdagangan;kp. Seketando  cangkorah  batujajar ;2003;3;17000000;26000000;081321021049;;2019/02/24;3;3
;warung ;sembako;perdagangan;kp. Cimanglid rt. 01/15 cangkorah  batujajar ;2012;5;24000000;32000000;;;2019/02/25;3;3
;warung makan/ sembako;warung sembako  ;perdagangan;kp. Seketando rt. 02/13 cangkorah  batujajar ;2010;5;700000;27,000,000;089605019402;;2019/02/26;3;3
;warung kecil ;ciki-cikian/ klontongan ;perdagangan;kp. Cipangula'an  giri asih  batujajar ;2001;12;15600000;9700000;082214421447-089655621656;;2019/02/27;3;3
;warung klontongan ;warung/ sembako ;perdagangan;kp. Pasir paku rt. 02/12 giri asih  batujajar ;2004;4;28000000;11000000;082315232253;;2019/02/28;3;3
;"warung ai ""GEULIS""";waruung sembako ;perdagangan;kp. Sekeloa rt. 03/09  cangkkorah  batujajar ;2011;6;16000000;8150000;085723714484;;2019/03/01;3;3
;agen gas lpg;gas elpiji 3 kg;perdagangan;kp.sekebang bara  cangkorah  batujajar ;2012;3;13000000;12000000;082217044417/087825825119;;2019/03/02;3;3
;kios jamu ;jamu;perdagangan;blok pesantren rt 04/04 batujajar barat  batujajar ;2010;8;2000000;23000000;;;2019/03/03;3;3
;tabubg gas el piji ;tabung gas el piji ;perdagangan;kp.sekebabng bara rt 01/12 cangkorah  batujajar ;2007;6;1500000;18000000;081321612313;;2019/03/04;3;3
;sumber sari indah ;bahan kimia khusus ;perdagangan;jl. Industri cimareme no.17  cimareme  batujajar ;2010;8;8000000;30000000;;;2019/03/05;3;3
;sumur sari;garam komsumsi ;perdagangan;jl. Raya cimareme no. 172/200 cimareme  batujajar ;2015;4;800000;8000000;;;2019/03/06;3;3
;tiara arya garya kencana ;cat,pernis dan lak ;perdagangan;jl. Raya cimareme no.185 cimareme  batujajar ;2002;4;45000000;30000000;;;2019/03/07;3;3
;cv. Infra ;karpet ;perdagangan; gadobangkong  batujajar ;2006;2;15000000;20000000;;;2019/03/08;3;3
;sumber mekar tekstil ;textile ;perdagangan;jl. Barisan no.2 gadobangkong  batujajar ;2017;9;4000000;7000000;;;2019/03/09;3;3
;pilar utam cotindo ;alat perangkat dan peindahan ;perdagangan;jl. Raya gadobangkoang no.2 -A, rt. 01/05 gadobangkong  batujajar ;2005;5;20000000;100000000;;;2019/03/10;3;3
;wirapratam plasicatam ;barang-barang dari plastik ;perdagangan;jl. Raya gadobangkoang no.2 -A, rt. 01/06 gadobangkong  batujajar ;2005;4;13000000;12000000;;;2019/03/11;3;3
;Calaider;Digital Printing, Sablon Spanduk;jasa lainnya;Kp.Cicangkuang RT 02/09  Giri Asih Batujajar;2010;4;2000000;17500000;;;2019/03/12;3;3
;Loket Pembayaran Listrik;Jasa Pembayara;jasa lainnya;Kp.Cikonde RT 02/07 Desa  Bojongkalong  Batujajar;2010;2;2000000;36000000;085624499454 / 081221255801;;2019/03/13;3;3
;Pengrajin;Konveksi /Sablon;jasa lainnya;Kp. Warungpulus No. 443 RT. 01 RW. 14 Galanggang Batujajar;2000;2;10000000;36000000;;;2019/03/14;3;3
;Ellfi Foto Copy;Foto Copy;jasa lainnya;Kp.Sukasari    RT 02 RW 16 Galanggang Batujajar;2009;3;1000000;8100000;;;2019/03/15;3;3
;Mega Las;Jasa Las Besi;jasa lainnya;Jl.Raya Batujajar No.433  RT 03/12 Batujajar Barat Batujajar;2010;5;1000000;6000000;02292361417;;2019/03/16;3;3
;Warnet RB;Jasa Internet;jasa lainnya;Kp. Pengkolan RT 01/17 Desa  Giri Asih  Batujajar;2005;10;1000000;20000000;081321147522;;2019/03/17;3;3
;Pemancingan Sahate;;jasa lainnya;Kp. Jalantir RT 02/RW 14 Selacau Batujajar;2001;6;2000000;50000000;022-6865287;;2019/03/18;3;3
;las listrik ;bikin pagar ;jasa lainnya;kp. Pangauban rt 05/05  pangauban  batujajar ;2001;4;25000000;50000000;082315016277;;2019/03/19;3;3
;sinar mekar ;tenda , panggung ;jasa lainnya;kp. Panguban 01/06 pangauban  batujajar ;2001;4;25000000;6000000;;;2019/03/20;3;3
;surya medal sound;sound system;jasa lainnya;kp.panguban rt 02/06 pangauban  batujajar;2016;3;1500000;8000000;087825826493;;2019/03/21;3;3
;menyewakan alat pesta ;sound system (sewa alat sound system);jasa lainnya;kp.dunguspirna galanggang batujajar;2013;8;25000000;60000000;083821421657;;2019/03/22;3;3
;tambal ban ;tambal ban bengkel spedah ;jasa lainnya;Perum Giri Asih Blok C-4 RT 03/RW 14 giri asih batujajar ;2015;2;7000000;37000000;089683017919;;2019/03/23;3;3
;bengkel motor;tambal ban  ;jasa lainnya;kp.cibeber hilir rt 03/02 giri asih  batujajar ;2002;3;6000000;15000000;089656820187;;2019/03/24;3;3
;alat musik ;kp.ci beber hilir rt 01/03;jasa lainnya;kp.cibeber hilir  giri asih  batujajar ;2006;2;4000000;13000000;08996017735;;2019/03/25;3;3
;gms;sewa alat pesta ;jasa lainnya;kp.cipanggulaan rt 01/06 giri asih batujajar ;2017;2;2000000;15000000;087825816467/0853530002;;2019/03/26;3;3
;servis jok kursi;servis jok kursi;jasa lainnya;gang mesjit rt 01/05 galanggang  batujajar ;2005;3;1000000;20000000;087825377294;;2019/03/27;3;3
;pembuatan stempel , nemtag , dll;stempel,papan nama , spanduk ;jasa lainnya;kp.pos wetan rt 04/13 kertamulya padalarang;2012;5;15000000;30000000;085352310611;;2019/03/28;3;3
;mekta babakan tujuh ;peralatan pengukuran ;jasa lainnya;jl. Raya cimareme no. 340  cimareme  batujajar ;2008;3;1000000;6000000;085871225999/085317231333;;2019/03/29;3;3
;pengrajin perlengkapan ;perlengkapan kuda ;jasa lainnya;kp. Bunisari rt. 01/05 gadobangkong  batujajar ;2003;3;600000;36000000;;;2019/03/30;3;3
;promedika farma ;obat-obatan dan perbekalan ;jasa kesehatan;jl. Raya gadobangkong no.34  gadobangkong  batujajar ;2012;3;28000000;10000000;;;2019/03/31;3;3
;alsa gamenet ;warnet ;jasa lainnya;permata cimahi 1,A.6 no.3 gadobangkong  batujajar ;2010;3;3300000;20000000;;;2019/04/01;3;3
;remaja rosdakarya ;penerbitan dan percetakan ;jasa lainnya;jl. Raya cimahi padalarang no.93 gadobangkong  batujajar ;2001;3;2800000;35000000;;;2019/04/02;3;3
;Ternak Itik;Ternak Itik;peternakan;Kp. Ciketung Bojongjambu Ciselang Jati Batujajar;2009;3;10000000;36000000;;;2019/04/03;3;3
;Kelompok Usaha Ekonomi Produktif Rahayu;Telur Itik;peternakan;Kp.Sekecengek RT 01/RW 08 Cangkorah Batujajar;2010;3;1000000;12000000;022705278645;;2019/04/04;3;3
;ternak bebek;jual beli bebek;peternakan;kp.haur nyondol rt 02 / 06 cangkorah batujajar ;2005;4;1000000;12000000;;;2019/04/05;3;3
;Telor Asin;Telor Asin;peternakan;Kp.Cikonde RT 02/07 Desa  Bojongkalong  batujajar ;2001;3;20000000;70000000;083829793816;;2019/04/06;3;3
;Peternakan Ayam Petelur;Telur;peternakan;Kp. Warungpulus No. 443 RT. 01 RW. 14 Galanggang batujajar ;2001;2;20000000;65000000;;;2019/04/07;3;3
;Kelompok Usaha Mudah Rezeki;Ternak Domba;peternakan;Kp.Sukasari    RT 02 RW 16 Galanggang batujajar ;2001;3;3500000;50000000;;;2019/04/08;3;3
;Perternaka Ulat Hongkong;Ulat Hongkong;peternakan;Jl.Raya Batujajar No.433  RT 03/12 Batujajar Barat batujajar ;2016;3;2000000;10000000;;;2019/04/09;3;3
;Kelompok Usaha Bersama Saraksa;Ternak Domba;peternakan;Blok Babakan Sari Rt 01 Rw 06 Batujajar Barat batujajar ;2008;2;25000000;100000000;;;2019/04/10;3;3
;Kelompok Usaha Ternak Domba  Sugih Mukti;Ternak Domba;peternakan;Kp. Warung Pulus Rt.002 Rw.009 Galanggang  batujajar ;2016;4;15000000;12000000;;;2019/04/11;3;3
;Kelompok Usaha Kecil Berkah Sejati;Domba Pedaging;peternakan;Blok Warung Pulus Rt.002 Rw.014 Batujajar Barat batujajar ;2012;3;11500000;12000000;;;2019/04/12;3;3
;Kelompok Usaha Bersama Ternak Domba;Ternak Domba;peternakan;Kp. Neglasari Rt. 04 Rw. 15  Galanggang batujajar ;2017;2;2000000;15000000;;;2019/04/13;3;3
;Kelompok Usaha Ternak Itik dan bebek Lestari;Ternak Itik dan Bebek;peternakan;Kp. Cibeber hilir RT. 01/16  Giri Asih batujajar ;2008;1;2000000;13000000;;;2019/04/14;3;3
;Citra Mandiri;Peternakan Bebek;peternakan;Kp. Jalantik Ds. Selatan Rt 02 Rw 13 Giri Asih batujajar ;2012;4;10000000;36000000;;;2019/04/15;3;3
;TERNAK AYAM                                                                                                                         ;Peternakan Ayam;peternakan;JL.SMP RT.003 RW.004  DESA BATUJAJAR BARAT 0853 527 27770 Batujajar Barat batujajar ;2010;3;28000000;50000000;;;2019/04/16;3;3
;TERNAKBEBEK;Peternakan Bebek;peternakan;KP CIHURIP RT.002 RW.011 DESA PANGAUBAN Desa arat batujajar ;2012;3;3300000;15000000;;;2019/04/17;3;3
; -TERNAK AYAM MAS DENI;Peternakan Ayam;peternakan;kP.SINARMUKTI RT.001 RW.001 DESA SELACAU Selacau batujajar ;2005;3;2800000;15000000;;;2019/04/18;3;3
;AYAM KAMPUNG;Peternakan Ayam Kampung;peternakan;KP.BANURAJA RT.002 RW.009                             DESA PANGAUBAN Pangauban batujajar ;2007;3;25000000;25000000;;;2019/04/19;3;3
;AYAM PETELOR AGUS;Peternakan Ayam Telur;peternakan;KP PICUNG GEDE RT 01 RW 05 CIPATIK KEC CIHAMPELAS  Kec arat batujajar ;2006;2;8000000;20000000;;;2019/04/20;3;3
;Gin’s Mandiri Sport (GMS);Jasa Bengkel Motor;reparasi mobil dan motor;Jl. Raya Batujajar No. 266 Desa  Galanggang  Batujajar;2003;6;3000000;43200000;081322192696;;2019/04/21;3;3
;bengkel motor;ganti oli servis;reparasi mobil dan motor;kp.sekebangbara rt 01/12 cangkorah batujajar;2011;4;22000000;40000000;081224369730;;2019/04/22;3;3
;fm. Motor bengkel ;bengkel ;reparasi mobil dan motor;kp.cibogo rt 04/12 panguban  batujajar ;2015;5;15000000;24000000;;;2019/04/23;3;3
;Parbue Motor;bengkel  motor;reparasi mobil dan motor;Jl Raya Batujajar No 152 Giriasih  batujajar ;2008;3;23500000;35000000;;;2019/04/24;3;3
;Bengkel Aditya Racing Team ;tune Up Motor ;reparasi mobil dan motor;Jl Raya Batujajar No 102 Giriasih  batujajar ;2001;3;14000000;42000000;;;2019/04/25;3;3
;Bengkel Riham Jaya Motor;bengkel  motor;reparasi mobil dan motor;Puri Indah Lestaro Bloc C 4 No 87 Batujajar Batujajar Timur batujajar ;2012;3;4000000;43200000;;;2019/04/26;3;3
;Willy Jaya Motor;bengkel  motor;reparasi mobil dan motor;Jalan Raya Sinar Mukti No 190 RT 04 RW 06 Selacau batujajar ;2007;4;10000000;40000000;;;2019/04/27;3;3
;Bengkel NDL MOTOR;bengkel  motor;reparasi mobil dan motor;Jl. Kaum Selatan batujajar Batujajar Timur batujajar ;2008;3;8000000;24000000;;;2019/04/28;3;3
;Bengkel Kasmiran;bengkel  motor;reparasi mobil dan motor;Kp. Gunung Leutik RT 04 RW 12 Batujajar Timur batujajar ;2012;3;25000000;40.000.00;;;2019/04/29;3;3
;Bengkel Margrib Motor;bengkel  motor;reparasi mobil dan motor;Jl Raya Batujajar, Galanggang RT 04 05 Galanggang  batujajar ;2013;5;15000000;60000000;;;2019/04/30;3;3
;Bengkel Mobil Asep Ocenr;bengkel mobil;reparasi mobil dan motor;Jl SMP RT 05 RW 10 Batujajar barat batujajar ;2008;3;3000000;15000000;;;2019/05/01;3;3
;Jual Ikan Segar;Jasa Bengkel Motor;Perikanan;Jl. Raya Batujajar No. 266 Desa  Galanggang  Batujajar;2003;6;3000000;43200000;081322192696;;2019/05/02;3;3
;Jualan Ikan;ganti oli servis;Perikanan;kp.sekebangbara rt 01/12 cangkorah batujajar;2011;4;22000000;40000000;081224369730;;2019/05/03;3;3
;Jualan Ikan Basah;bengkel ;Perikanan;kp.cibogo rt 04/12 panguban  batujajar ;2015;5;15000000;24000000;;;2019/05/04;3;3
;Mega Biru;Jual kan Asin;Perikanan;Jl Raya Batujajar No 152 Giriasih  batujajar ;2008;3;23500000;35000000;;;2019/05/05;3;3
;Jual Beli Ikan;Jual Beli Ikan;Perikanan;Jl Raya Batujajar No 102 Giriasih  batujajar ;2008;8;6000000;20000000;;;2019/05/06;3;3
;Budi Daya Ikan Lele;Budi Daya Ikan Lele;Perikanan;Kp. Warung Pulus Rt.002 Rw.009 Galanggang  batujajar ;2012;7;500000;30000000;;;2019/05/07;3;3
;abon ikan  ;Jual Abon Ikan;Perikanan;Blok Warung Pulus Rt.002 Rw.014 Batujajar Barat batujajar ;2010;7;5,000,000;6000000;;;2019/05/08;3;3
;TERNAK IKAN JARING TERAPUNG;Budi Daya Ikan Jaring Apung;Perikanan;Kp. Neglasari Rt. 04 Rw. 15  Galanggang batujajar ;2005;10;2000000;36000000;;;2019/05/09;3;3
;KOLAM JARING TERAPUNG;Budi Daya Ikan Jaring Apung;Perikanan;Jl.Batujajar Blok Suka Maju RW 11 Batujajar Barat batujajar ;2008;3;2000000;10000000;;;2019/05/10;3;3
;KOLAM JARING TERAPUNG;Budi Daya Ikan Jaring Apung;Perikanan;Jl.Batujajar Kp. Resmigalih RT 01/RW 02 Batujajar Timur batujajar ;2009;6;2000000;20000000;;;2019/05/11;3;3
;KOLAM JARING TERAPUNG;Budi Daya Ikan Jaring Apung;Perikanan;Jl.Batujajar Kp.Cibeber Hilir RT 01/RW 01 Giri Asih batujajar ;2013;7;10000000;50000000;;;2019/05/12;3;3
;KOLAM JARING TERAPUNG;Budi Daya Ikan Jaring Apung;Perikanan;kp.cibogo rt 04/12 Pangauban batujajar ;2015;3;1000000;43000000;;;2019/05/13;3;3
;Ikan;Budi Daya Ikan Jaring Apung;Perikanan;Kp.Jalantir RT 01/RW 14 Selacau batujajar ;2016;5;1000000;11000000;;;2019/05/14;3;3
;Garsin;Jual Ikan Segar;Perikanan;Kp. Babakan Pari RT 03/ RW 04 Batujajar Timur batujajar ;2015;2;1000000;12000000;;;2019/05/15;3;3
;GARSIN ;jual ikan asin ;Perikanan;Kp. Galanggang RT 01/ RW 19 Galanggang batujajar ;2016;3;2000000;15000000;;;2019/05/16;3;3
;jual beli sayur mayur;tomat,cabe, jagung, dll;Pertanian;kp.sekebangbara rt 01/12 cangkorah batujajar;2012;2;1200000;15000000;;;2019/05/17;3;3
;tani syuran;cabe merah, timun;Pertanian;kp.sekebangbara rt 01/12 cangkorah batujajar;2005;3;4000000;24000000;;;2019/05/18;3;3
;Jual Buah Segar;buah buahan ;Pertanian;kp.haur nyondol rt 01/06 cangkorah batujajar;2007;3;3000000;15000000;;;2019/05/19;3;3
;cv. pro group ;tanaman hias bunga ;Pertanian;perum cimareme indah  cimareme  batujajar ;2006;6;3500000;11000000;;;2019/05/20;3;3
;nenden florist ;bibit bunga  ;Pertanian;jl. Gadobangkong rt. 01/03 gadobangkong  batujajar ;2011;5;3000000;15000000;081214033614;;2019/05/21;3;3
;Kios Buah Novi;DAGANG BUAH-BUAHAN ;Pertanian;KP.DUNGUSPURNA RT.003 RW.010                     DESA GALANGGANG Galanggang batujajar ;2005;2;6000000;20000000;081224369730;;2019/05/22;3;3
;Toko Padi Pak Tarno;JUAL BELI PADI;Pertanian;KP.CIMANGLID RT.003 RW.015                             DESA CANGKORAH Cangkorah batujajar ;2010;3;5000000;20000000;;;2019/05/23;3;3
